ID;Site;Culture;Type;Chronology;Geo;weight;Region;Macroregion;From Century;To Century;Reference;X;Y;Pigs;Cattle;Caprine;Dom. Fowl;Edible W. Mammals;Fish;Mollusca;Unedible Dom. Mammals;Unedible Wild Mammals
137;Trieste, loc. Crosada, Phase 2B;Roman;Urban;R;Coast;1.0000;Friuli-Venezia Giulia;Northern Italy;1;1;Petrucci 2007;13.768191954510733;45.64806534061193;25;8;28;0;19;0;43;0;0
137;Trieste, loc. Crosada, Phase 3;Roman;Urban;R;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;1;3;Petrucci 2007;13.768191954510733;45.64806534061193;29;28;13;3;11;0;133;0;0
137;Trieste, loc. Crosada, Phase 3;Roman;Urban;LR;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;1;3;Petrucci 2007;13.768191954510733;45.64806534061193;29;28;13;3;11;0;133;0;0
137;Trieste, loc. Crosada, Phases 4A-4B;Late Roman;Urban;LR;Coast;1.0000;Friuli-Venezia Giulia;Northern Italy;3;3;Petrucci 2007;13.768191954510733;45.64806534061193;11;26;4;2;1;0;89;0;0
137;Trieste, loc. Crosada, Phase 4C, Tomb T1;Late Roman;Necropolis;LR;Coast;1.0000;Friuli-Venezia Giulia;Northern Italy;3;3;Petrucci 2007;13.768191954510733;45.64806534061193;61;6;30;32;28;11;167;0;0
137;Trieste, loc. Crosada, Phase 4C, US 883;Late Roman;Urban;LR;Coast;1.0000;Friuli-Venezia Giulia;Northern Italy;3;3;Petrucci 2007;13.768191954510733;45.64806534061193;68;21;24;0;18;0;419;0;0
137;Trieste, loc. Crosada, Phase 5A;Late Roman;Urban;LR;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;4;6;Petrucci 2007;13.768191954510733;45.64806534061193;55;91;66;0;9;0;204;11;0
137;Trieste, loc. Crosada, Phase 5A;Late Roman;Urban;EMA;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;4;6;Petrucci 2007;13.768191954510733;45.64806534061193;55;91;66;0;9;0;204;11;0
137;Trieste, loc. Crosada, Phase 5B;Early Medieval;Urban;EMA;Coast;0.5000;Friuli-Venezia Giulia;Northern Italy;6;7;Petrucci 2007;13.768191954510733;45.64806534061193;45;50;66;1;8;0;181;3;0
24;Nogara, Phases 3-4;Medieval;Rural;EMA;Plain;0.5000;Veneto;Northern Italy;10;11;Baker 2007;11.050517258120253;45.181316956526004;275;202;173;0;83;17;;2;4
24;Nogara, Phases 3-4;Medieval;Rural;Ma;Plain;0.5000;Veneto;Northern Italy;10;11;Baker 2007;11.050517258120253;45.181316956526004;275;202;173;0;83;17;;2;4
207;Invillino-Ibligo, Phases I-II;Roman;Rural site, villa;R;Mountain;0.2000;Friuli-Venezia Giulia;Northern Italy;1;5;Stork and Von Den Driesch 1987;12.942519246105698;46.40589705906297;1530;840;2333;287;52;3;67;35;3
207;Invillino-Ibligo, Phases I-II;Early Medieval;Castrum;LR;Mountain;0.3333;Friuli-Venezia Giulia;Northern Italy;5;7;Stork and Von Den Driesch 1987;12.942519246105698;46.40589705906297;1048;929;1348;92;71;2;;31;2
38;Mezzocorona, loc. Drei Canè;Roman;Rural;R;Mountain;0.2500;Trentino-Alto Adige/Südtirol;Northern Italy;1;4;Riedel and Rizzi 1994;11.120527702600489;46.203081828249424;1405;850;1950;0;2;0;;10;0
38;Mezzocorona, loc. Drei Canè;Roman;Rural;LR;Mountain;0.2500;Trentino-Alto Adige/Südtirol;Northern Italy;1;4;Riedel and Rizzi 1994;11.120527702600489;46.203081828249424;1405;850;1950;0;2;0;;10;0
208;Forlì, domus of via Curte, Period I;Roman;Urban;R;Plain;0.2500;Emilia-Romagna;Northern Italy;-2;1;Ansaloni et al 2013;12.031209248350892;44.226450913467374;48;43;26;1;3;1;21;0;0
208;Forlì, domus of via Curte, Period II;Roman;Urban;R;Plain;0.5000;Emilia-Romagna;Northern Italy;2;3;Ansaloni et al 2013;12.031209248350892;44.226450913467374;27;13;6;0;0;0;157;0;0
208;Forlì, domus of via Curte, Period II;Roman;Urban;LR;Plain;0.5000;Emilia-Romagna;Northern Italy;2;3;Ansaloni et al 2013;12.031209248350892;44.226450913467374;27;13;6;0;0;0;157;0;0
216;Modena, via Uccelliera;Roman;Urban;R;Plain;0.2500;Emilia-Romagna;Northern Italy;1;4;Pederzoli et al 2017;10.891528077437394;44.65527268607933;8;15;34;2;0;0;;2;0
216;Modena, via Uccelliera;Roman;Urban;LR;Plain;0.2500;Emilia-Romagna;Northern Italy;1;4;Pederzoli et al 2017;10.891528077437394;44.65527268607933;8;15;34;2;0;0;;2;0
217;Modena, via Leonardo da Vinci;Roman;Urban;R;Plain;0.1667;Emilia-Romagna;Northern Italy;-1;4;Pederzoli et al 2017;10.892982832665552;44.64499274247859;21;9;31;0;4;0;30;2;0
217;Modena, via Leonardo da Vinci;Roman;Urban;LR;Plain;0.1667;Emilia-Romagna;Northern Italy;-1;4;Pederzoli et al 2017;10.892982832665552;44.64499274247859;21;9;31;0;4;0;30;2;0
226;S. Genesio, loc. Ss. Cosma e Damiano, Bolzano;Early Medieval;Castrum;EMA;Plain;0.5000;Trentino-Alto Adige/Südtirol;Northern Italy;6;7;Sardagna and Tecchiati 2010;11.286805171097031;46.50884887197855;191;125;313;40;51;1;;6;2
227;S. Cassiano, Riva del Garda;Roman;Necropolis;R;Plain;0.2500;Trentino-Alto Adige/Südtirol;Northern Italy;1;4;Spinetti et al 2010;10.838911940557768;45.895262543335626;55;15;66;12;15;1;4;0;0
227;S. Cassiano, Riva del Garda;Roman;Necropolis;LR;Plain;0.2500;Trentino-Alto Adige/Südtirol;Northern Italy;1;4;Spinetti et al 2010;10.838911940557768;45.895262543335626;55;15;66;12;15;1;4;0;0
228;Venezia, Ca'Zusto;Early Medieval;Urban;EMA;Coast;1.0000;Veneto;Northern Italy;8;8;Bon et al 2010;12.327266531388302;45.441488407897445;2;5;9;0;0;0;;2;0
235;Gargagnago, Sant'Ambrogio di Valpolicella;Rethian;Urban;R;Hill;0.2000;Veneto;Northern Italy;-5;-1;Tecchiati et al 2021;10.860160990442632;45.526454106280426;9;74;23;0;2;0;;4;0
236;San Giorgio di Valpolicella, via Conca d'Oro;Rethian;Religious;R;Hill;0.5000;Veneto;Northern Italy;-2;-1;Tecchiati 2006;10.848674627828432;45.53387218703912;257;81;160;0;20;0;;2;0
253;Sant'Agata Bolognese, 9th c.;Early Medieval;Castrum;EMA;Plain;0.3333;Emilia-Romagna;Northern Italy;9;11;Seetah and Pluskowski 2014;11.162317510736269;44.691806682834574;425;201;61;14;71;2;;87;0
253;Sant'Agata Bolognese, 10th-11th c.;Early Medieval;Castrum;EMA;Plain;0.3333;Emilia-Romagna;Northern Italy;9;11;Seetah and Pluskowski 2014;11.162317510736269;44.691806682834574;425;201;61;14;71;2;;87;0
253;Sant'Agata Bolognese, 9th c.;Early Medieval;Castrum;Ma;Plain;0.3333;Emilia-Romagna;Northern Italy;9;11;Seetah and Pluskowski 2014;11.162317510736269;44.691806682834574;425;201;61;14;71;2;;87;0
253;Sant'Agata Bolognese, 10th-11th c.;Early Medieval;Castrum;Ma;Plain;0.3333;Emilia-Romagna;Northern Italy;9;11;Seetah and Pluskowski 2014;11.162317510736269;44.691806682834574;425;201;61;14;71;2;;87;0
13;S. Michele di Trino, Phase II, 3rd-5th c.;Late Roman;Urban;LR;Plain;0.3333;Piemonte;Northern Italy;3;5;Ferro 1999;8.304962373728886;45.19673507552628;39;21;13;0;8;0;;2;0
279;Pozzuolo del Friuli;Roman;Rural;R;Plain;0.5000;Friuli-Venezia Giulia;Northern Italy;-1;1;Riedel 1984;13.19633483536528;45.98531803150869;44;157;66;0;0;0;;0;0
1;Calvatone-Bedriacum, 1st c. BCE - 1st c. CE;Roman;Urban;R;Plain;0.5000;Lombardia;Northern Italy;-1;1;Baker and Di Martino 1996;10.44266062805678;45.128482674895764;132;33;152;0;0;0;;0;0
280;Aquileia, Forum - East;Late Roman;Urban;LR;Coast;0.5000;Friuli-Venezia Giulia;Northern Italy;4;5;Riedel 1994;13.36627;45.77394;222;1592;170;0;0;0;;0;0
281;Udine;Early Medieval;Urban;LR;Hill;0.2500;Friuli-Venezia Giulia;Northern Italy;4;7;Riedel 1993;13.2361;46.06464;359;314;494;0;13;0;;0;0
281;Udine;Early Medieval;Urban;EMA;Hill;0.2500;Friuli-Venezia Giulia;Northern Italy;4;7;Riedel 1993;13.2361;46.06464;359;314;494;0;13;0;;0;0
282;Torcello;Early Medieval;Urban;LR;Coast;0.3333;Veneto;Northern Italy;5;7;Riedel 1979;12.41539;45.49732;116;34;22;0;0;0;;0;0
282;Torcello;Early Medieval;Urban;EMA;Coast;0.3333;Veneto;Northern Italy;5;7;Riedel 1979;12.41539;45.49732;116;34;22;0;0;0;;0;0
155;Spilamberto, 1st - 2nd c. CE;Roman;Rural;R;Plain;0.5000;Emilia-Romagna;Northern Italy;1;2;Farello 1988;11.016253381881784;44.53249957326734;113;7;174;0;1;0;;0;0
155;Spilamberto, 3rd - 4th c. CE;Late Roman;Rural;LR;Plain;0.5000;Emilia-Romagna;Northern Italy;3;4;Farello 1988;11.016253381881784;44.53249957326734;55;2;69;0;0;0;;0;0
283;Aquileia, Canale Anfora, 1st-3rd c. CE;Roman;Urban;R;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;1;3;Di Martino et al 2017;13.3346;45.76475;84;337;110;0;0;0;;0;0
283;Aquileia, Canale Anfora, 1st-3rd c. CE;Roman;Urban;LR;Coast;0.3333;Friuli-Venezia Giulia;Northern Italy;1;3;Di Martino et al 2017;13.3346;45.76475;84;337;110;0;0;0;;0;0
284;Vidulis;Late Roman;Rural;R;Plain;0.2000;Friuli-Venezia Giulia;Northern Italy;1;5;Riedel 1994;12.94743;46.09948;31;42;46;0;0;0;;0;0
284;Vidulis;Late Roman;Rural;LR;Plain;0.2000;Friuli-Venezia Giulia;Northern Italy;1;5;Riedel 1994;12.94743;46.09948;31;42;46;0;0;0;;0;0
146;Altino, 2nd-4th c. CE;Late Roman;Urban;R;Coast;0.3333;Veneto;Northern Italy;2;4;Riedel 1985;12.39889;45.54639;278;310;134;0;0;0;;0;0
146;Altino, 2nd-4th c. CE;Late Roman;Urban;LR;Coast;0.3333;Veneto;Northern Italy;2;4;Riedel 1985;12.39889;45.54639;278;310;134;0;0;0;;0;0
231;Cremona, piazza Marconi, bone working craft area;Roman;Urban;R;Plain;0.5000;Lombardia;Northern Italy;-2;-1;Di Martino and Andreatta 2018;10.022754626427878;45.13159072094098;216;1308;117;0;83;0;;0;0
287;Savona, Fortezza del Priamar, 6th-7th c. CE;Byzantine;Castrum;EMA;Coast;0.5000;Liguria;Northern Italy;6;7;Villari 2001;8.48421089094375;44.304920221142126;427;141;233;22;23;2;23;5;0
287;Savona, Fortezza del Priamar, 9th-10th c. CE;Frankish;Castrum;EMA;Coast;0.5000;Liguria;Northern Italy;9;10;Villari 2001;8.48421089094375;44.304920221142126;16;1;7;5;1;1;1;0;0
287;Savona, Fortezza del Priamar, 10th-11th c. CE;Medieval;Castle;Ma;Coast;0.5000;Liguria;Northern Italy;11;12;Villari 2001;8.48421089094375;44.304920221142126;33;8;11;2;2;0;5;0;0
292;San Candido, Ospedale;Late Roman;Rural;LR;Mountain;0.3330;Trentino-Alto Adige/Südtirol;Northern Italy;4;6;Marconi 2005;12.28411334868741;46.733971187395994;18;44;68;5;8;0;29;2;0
292;San Candido, Ospedale;Late Roman;Rural;EMA;Mountain;0.3330;Trentino-Alto Adige/Südtirol;Northern Italy;4;6;Marconi 2005;12.28411334868741;46.733971187395994;18;44;68;5;8;0;29;2;0
297;San Damaso;Roman;Rural;R;Plain;0.3333;Emilia-Romagna;Northern Italy;-2;1;Trentacoste et al 2021;10.973925872663344;44.60144111285063;15;5;18;0;0;0;;0;0
298;Bologna, via Foscolo-Frassinago;Roman;Urban;R;Plain;0.2000;Emilia-Romagna;Northern Italy;1;5;Trentacoste et al 2021;11.331501224089575;44.491857375137336;12;4;4;0;0;0;;0;0
298;Bologna, via Foscolo-Frassinago;Roman;Urban;LR;Plain;0.2000;Emilia-Romagna;Northern Italy;1;5;Trentacoste et al 2021;11.331501224089575;44.491857375137336;12;4;4;0;0;0;;0;0
299;Montereale Valcellina;Roman;Religious;R;Plain;0.5000;Friuli-Venezia Giulia;Northern Italy;-2;-1;Trentacoste et al 2021;12.65533574514174;46.15263619231409;619;6;538;0;0;0;;0;0
304;Vercelli, Palazzo Dugentesco;Roman;Urban;R;Plain;0.3333;Piemonte;Northern Italy;1;3;Trentacoste et al 2021;8.419181997293064;45.32824885048528;14;9;20;0;0;0;;0;0
304;Vercelli, Palazzo Dugentesco;Roman;Urban;LR;Plain;0.3333;Piemonte;Northern Italy;1;3;Trentacoste et al 2021;8.419181997293064;45.32824885048528;14;9;20;0;0;0;;0;0
41;Pievina, Phase 1;Roman;Rural;R;Hill;0.3333;Toscana;Central Italy;-1;1;Ghisleni et al 2011;11.511324532775967;43.254699667432455;14;3;6;1;2;0;;1;0
41;Pievina, Phases 2.1-2.2;Late Roman;Rural;LR;Hill;0.5000;Toscana;Central Italy;4;5;Ghisleni et al 2011;11.511324532775967;43.254699667432455;94;60;115;2;9;0;;5;0
42;Bolsena;Roman;Urban;R;Plain;0.2500;Lazio;Central Italy;-2;1;Tagliacozzo 1995;11.984490978030074;42.64341156645181;413;134;546;35;28;14;;2;0
43;Chianciano Terme, loc. Mezzomiglio - Phase 4;Roman;Urban;R;Hill;1.0000;Toscana;Central Italy;2;2;MacKinnon 2009;11.8217749083957;43.05149701657537;12;2;5;2;1;0;;0;0
43;Chianciano Terme, loc. Mezzomiglio - Phase 5;Late Roman;Urban;LR;Hill;1.0000;Toscana;Central Italy;3;3;MacKinnon 2009;11.8217749083957;43.05149701657537;12;2;5;0;0;0;;0;0
43;Chianciano Terme, loc. Mezzomiglio - Phases 6-7;Late Roman;Urban;LR;Hill;1.0000;Toscana;Central Italy;4;4;MacKinnon 2009;11.8217749083957;43.05149701657537;28;56;31;3;3;0;;3;0
43;Chianciano Terme, loc. Mezzomiglio - Phase 8;Late Roman;Urban;LR;Hill;1.0000;Toscana;Central Italy;5;5;MacKinnon 2009;11.8217749083957;43.05149701657537;18;23;22;1;1;0;;4;0
43;Chianciano Terme, loc. Mezzomiglio - Phase 9;Medieval;Rural;EMA;Hill;0.1667;Toscana;Central Italy;9;14;MacKinnon 2009;11.8217749083957;43.05149701657537;18;22;11;4;0;0;;19;0
43;Chianciano Terme, loc. Mezzomiglio - Phase 9;Medieval;Rural;Ma;Hill;0.1667;Toscana;Central Italy;9;14;MacKinnon 2009;11.8217749083957;43.05149701657537;18;22;11;4;0;0;;19;0
44;Le Colonne;Roman;Rural site, villa;R;Plain;0.5000;Toscana;Central Italy;1;2;King n.d.;11.31087622187519;42.421571018999465;246;114;145;0;25;0;;14;0
45;Lugnano, 1st-3rd c.;Roman;Rural site, villa;R;Hill;0.3333;Toscana;Central Italy;1;3;MacKinnon 1999;12.309157059524912;42.54886231290745;12;3;4;4;19;0;;1;0
45;Lugnano, 1st-3rd c.;Roman;Rural site, villa;LR;Hill;0.3333;Toscana;Central Italy;1;3;MacKinnon 1999;12.309157059524912;42.54886231290745;12;3;4;4;19;0;;1;0
46;Ossaia;Roman;Rural site, villa;R;Hill;0.2500;Toscana;Central Italy;1;4;Bökönyi n.d.;12.005267188643973;43.23388773499342;1081;278;361;112;221;0;;24;0
46;Ossaia;Roman;Rural site, villa;LR;Hill;0.2500;Toscana;Central Italy;1;4;Bökönyi n.d.;12.005267188643973;43.23388773499342;1081;278;361;112;221;0;;24;0
47;Campagnano di Roma, Mansio ad Vacanas (amb. 126);Roman;Rural site, mansio;R;Plain;1.0000;Lazio;Central Italy;2;2;Cerilli 2005;12.367326890688028;42.11829473151896;37;32;8;0;0;0;;0;0
47;Campagnano di Roma, Mansio ad Vacanas (amb. 53a);Roman;Rural site, mansio;R;Plain;0.5000;Lazio;Central Italy;1;2;Cerilli 2005;12.367326890688028;42.11829473151896;15;17;8;0;0;0;;0;0
47;Campagnano di Roma, Mansio ad Vacanas (amb. 53);Roman;Rural site, mansio;R;Plain;0.3333;Lazio;Central Italy;2;4;Cerilli 2005;12.367326890688028;42.11829473151896;13;1;4;0;0;0;;0;0
47;Campagnano di Roma, Mansio ad Vacanas (amb. 53);Roman;Rural site, mansio;LR;Plain;0.3333;Lazio;Central Italy;2;4;Cerilli 2005;12.367326890688028;42.11829473151896;13;1;4;0;0;0;;0;0
48;Tenuta di Vallerano;Roman;Rural;R;Hill;0.5000;Lazio;Central Italy;1;2;Minniti 2005;12.454671457745023;41.77028905111823;32;116;83;7;9;1;;223;0
49;Filattiera-Sorano, Phases XI-5;Roman;Rural;R;Plain;0.3333;Toscana;Central Italy;1;3;Giovinazzo 1998;9.92931949408495;44.333323121935315;35;8;22;0;0;0;;0;0
49;Filattiera-Sorano, Phases XI-5;Roman;Rural;LR;Plain;0.3333;Toscana;Central Italy;1;3;Giovinazzo 1998;9.92931949408495;44.333323121935315;35;8;22;0;0;0;;0;0
45;Lugnano, 5th c.;Late Roman;Rural site, villa;LR;Hill;1.0000;Toscana;Central Italy;5;5;MacKinnon 1999;12.309157059524912;42.54886231290745;18;2;5;17;1;0;;10;0
52;Pantani-Le Gore, Torrita di Siena - Phase IIA;Roman;Rural site, mansio;R;Hill;1.0000;Toscana;Central Italy;2;2;Boscato and Mascione 2010;11.778294492466502;43.18128026150054;5;83;4;0;0;0;;0;0
52;Pantani-Le Gore, Torrita di Siena - Phases IV-V;Late Roman;Rural site, mansio;LR;Hill;0.5000;Toscana;Central Italy;4;5;Boscato and Mascione 2010;11.778294492466502;43.18128026150054;24;426;19;0;0;0;;4;0
52;Pantani-Le Gore, Torrita di Siena - Phases VA-VB;Early Medieval;Rural;EMA;Hill;1.0000;Toscana;Central Italy;6;6;Boscato and Mascione 2010;11.778294492466502;43.18128026150054;32;430;22;0;2;0;;2;0
53;Roma, Palatino hill, 1st c. BCE - 1st c. CE;Roman;Urban;R;Hill;0.3333;Lazio;Central Italy;-1;1;Soranna 2019;12.48768073216985;41.88984852667943;219;13;38;11;2;2;9;0;1
53;Roma, Palatino hill, 2nd-3rd c. CE;Roman;Urban;R;Hill;0.5000;Lazio;Central Italy;2;3;Soranna 2019;12.48768073216985;41.88984852667943;771;49;76;31;17;5;111;2;3
53;Roma, Palatino hill, 2nd-3rd c. CE;Roman;Urban;LR;Hill;0.5000;Lazio;Central Italy;2;3;Soranna 2019;12.48768073216985;41.88984852667943;771;49;76;31;17;5;111;2;3
53;Roma, Palatino hill, 4th-6th c. CE;Late Roman;Urban;LR;Hill;0.3333;Lazio;Central Italy;4;6;Soranna 2019;12.48768073216985;41.88984852667943;1816;103;635;200;102;24;70;144;44
53;Roma, Palatino hill, 4th-6th c. CE;Late Roman;Urban;EMA;Hill;0.3333;Lazio;Central Italy;4;6;Soranna 2019;12.48768073216985;41.88984852667943;1816;103;635;200;102;24;70;144;44
57;Populonia - Phase IIIb;Roman;Rural;R;Coast;1.0000;Toscana;Central Italy;1;1;De Grossi Mazzorin and Minniti 2010;10.489533310076098;42.98789238960504;72;56;76;0;5;0;;1;0
60;Case Nuove, Cinigiano, Phase 1.2;Roman;Rural;R;Hill;0.3333;Toscana;Central Italy;-1;1;Vaccaro et al 2013;11.34589342010911;42.89164959900157;48;;25;35;6;0;8;0;0
60;Case Nuove, Cinigiano, Phase 1.3;Roman;Rural;R;Hill;0.5000;Toscana;Central Italy;2;3;Vaccaro et al 2013;11.34589342010911;42.89164959900157;4;;1;14;1;0;;0;0
60;Case Nuove, Cinigiano, Phase 1.3;Roman;Rural;LR;Hill;0.5000;Toscana;Central Italy;2;3;Vaccaro et al 2013;11.34589342010911;42.89164959900157;4;;1;14;1;0;;0;0
60;Case Nuove, Cinigiano, Phase 2;Late Roman;Rural;LR;Hill;0.5000;Toscana;Central Italy;4;5;Vaccaro et al 2013;11.34589342010911;42.89164959900157;62;32;80;20;16;0;9;8;0
65;"Roma, Crypta Balbi ""Mitreo"", SU 72-59";Late Roman;Religious;LR;Plain;0.5000;Lazio;Central Italy;3;4;De Grossi Mazzorin 2000;12.478576422658119;41.89505668612712;12;;4;35;1;2;;0;0
65;"Roma, Crypta Balbi ""Mitreo"", SU 54";Late Roman;Religious;LR;Plain;1.0000;Lazio;Central Italy;5;5;De Grossi Mazzorin 2000;12.478576422658119;41.89505668612712;219;16;45;68;20;1;;5;0
65;"Roma, Crypta Balbi ""Esedra"" (monastery wastepit)";Early Medieval;Religious, monastery;EMA;Plain;1.0000;Lazio;Central Italy;7;7;De Grossi Mazzorin and Minniti 2001;12.478576422658119;41.89505668612712;1863;240;1156;245;150;41;376;103;3
65;"Roma, Crypta Balbi ""Esedra"" (monastery wastepit)";Early Medieval;Religious, monastery;EMA;Plain;1.0000;Lazio;Central Italy;8;8;De Grossi Mazzorin and Minniti 2001;12.478576422658119;41.89505668612712;1822;345;1100;94;56;5;136;124;3
65;"Roma, Crypta Balbi ""Esedra"" (monastery wastepit)";Early Medieval;Religious, monastery;EMA;Plain;1.0000;Lazio;Central Italy;9;9;De Grossi Mazzorin and Minniti 2001;12.478576422658119;41.89505668612712;1987;830;1138;43;49;3;74;587;1
65;"Roma, Crypta Balbi ""Esedra"" (monastery wastepit)";Medieval;Religious, monastery;EMA;Plain;1.0000;Lazio;Central Italy;10;10;De Grossi Mazzorin and Minniti 2001;12.478576422658119;41.89505668612712;1162;499;789;5;44;4;16;284;0
65;"Roma, Crypta Balbi ""Esedra"" (monastery wastepit)";Medieval;Religious, monastery;Ma;Plain;1.0000;Lazio;Central Italy;11;11;De Grossi Mazzorin 2015;12.478576422658119;41.89505668612712;92;62;119;0;0;0;;0;0
66;Roma, Meta Sudans, US 3641-3180;Early Medieval;Urban;LR;Plain;0.5000;Lazio;Central Italy;5;6;De Grossi Mazzorin 1995;12.491189460662639;41.89064729508154;1036;360;498;261;76;47;;485;17
66;Roma, Meta Sudans, US 3641-3180;Early Medieval;Urban;Ma;Plain;0.5000;Lazio;Central Italy;5;6;De Grossi Mazzorin 1995;12.491189460662639;41.89064729508154;1036;360;498;261;76;47;;485;17
67;Roma, Foro Transitorio, A1141, Flavian Age;Roman;Urban;R;Plain;1.0000;Lazio;Central Italy;1;1;De Grossi Mazzorin 1989;12.486702253245303;41.89376841597367;56;9;7;1;0;0;9;0;0
67;Roma, Foro Transitorio, A404 (wastepit);Early Medieval;Urban;EMA;Plain;0.2500;Lazio;Central Italy;8;11;De Grossi Mazzorin 1989;12.486702253245303;41.89376841597367;146;26;71;38;8;0;10;2;0
67;Roma, Foro Transitorio, A404 (wastepit);Early Medieval;Urban;Ma;Plain;0.2500;Lazio;Central Italy;8;11;De Grossi Mazzorin 1989;12.486702253245303;41.89376841597367;146;26;71;38;8;0;10;2;0
68;Mola di Monte Gelato, Phases 1-2;Roman;Rural site, villa;R;Hill;0.5000;Lazio;Central Italy;1;2;King 1997;12.379392637097027;42.189190325214334;210;20;64;0;5;0;;232;0
68;Mola di Monte Gelato, Phase 3;Late Roman;Rural site, villa;LR;Hill;0.5000;Lazio;Central Italy;4;5;King 1997;12.379392637097027;42.189190325214334;280;27;176;0;3;0;;6;0
68;Mola di Monte Gelato, Phase 5;Early Medieval;Religious;EMA;Hill;0.5000;Lazio;Central Italy;8;9;King 1997;12.379392637097027;42.189190325214334;121;17;93;0;1;0;;3;0
68;Mola di Monte Gelato, Phase 6;Medieval;Religious;EMA;Hill;0.5000;Lazio;Central Italy;10;11;King 1997;12.379392637097027;42.189190325214334;273;40;174;0;4;0;;3;0
68;Mola di Monte Gelato, Phase 6;Medieval;Religious;Ma;Hill;0.5000;Lazio;Central Italy;10;11;King 1997;12.379392637097027;42.189190325214334;273;40;174;0;4;0;;3;0
68;Mola di Monte Gelato, Phase 7;Medieval;Religious;Ma;Hill;0.5000;Lazio;Central Italy;11;12;King 1997;12.379392637097027;42.189190325214334;76;7;70;0;0;0;;1;0
69;Settefinestre, Phase 1;Roman;Rural site, villa;R;Hill;0.3333;Toscana;Central Italy;-1;1;King et al 1985;11.327089226104398;42.4308642494648;82;19;75;7;38;5;;9;0
69;Settefinestre, Phase 2;Roman;Rural site, villa;R;Hill;0.5000;Toscana;Central Italy;1;2;King et al 1985;11.327089226104398;42.4308642494648;1062;197;264;45;206;100;;27;0
69;Settefinestre, Phase 3;Roman;Rural site, villa;R;Hill;0.5000;Toscana;Central Italy;2;3;King et al 1985;11.327089226104398;42.4308642494648;560;43;110;42;235;425;;8;0
69;Settefinestre, Phase 3;Roman;Rural site, villa;LR;Hill;0.5000;Toscana;Central Italy;2;3;King et al 1985;11.327089226104398;42.4308642494648;560;43;110;42;235;425;;8;0
69;Settefinestre, Phase 4;Late Roman;Rural site, villa;LR;Hill;1.0000;Toscana;Central Italy;4;4;King et al 1985;11.327089226104398;42.4308642494648;398;126;233;34;101;11;;51;0
69;Settefinestre, pit, Phase 4;Late Roman;Rural site, villa;LR;Hill;1.0000;Toscana;Central Italy;4;4;King et al 1985;11.327089226104398;42.4308642494648;237;26;160;13;66;0;;309;0
70;Ostia, Terme del nuotatore, 1-2;Roman;Urban;R;Coast;0.5000;Lazio;Central Italy;1;2;MacKinnon 2014;12.291811736770951;41.754701067613965;765;176;439;0;0;0;;0;0
70;Ostia, Terme del nuotatore, E2;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.291811736770951;41.754701067613965;107;7;99;0;0;0;;0;0
70;Ostia, Terme del nuotatore, L2-M3;Roman;Urban;R;Coast;0.5000;Lazio;Central Italy;2;3;MacKinnon 2014;12.291811736770951;41.754701067613965;556;72;388;0;0;0;;0;0
70;Ostia, Terme del nuotatore, L2-M3;Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;2;3;MacKinnon 2014;12.291811736770951;41.754701067613965;556;72;388;0;0;0;;0;0
70;Ostia, Terme del nuotatore, L3-5;Late Roman;Urban;R;Coast;0.5000;Lazio;Central Italy;2;3;MacKinnon 2014;12.291811736770951;41.754701067613965;526;74;271;47;2;0;;2;0
70;Ostia, Terme del nuotatore, L3-5;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;2;3;MacKinnon 2014;12.291811736770951;41.754701067613965;526;74;271;47;2;0;;2;0
71;Ostia, Insula dei dipinti, 1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.288335574635111;41.75490913822438;74;4;24;3;0;0;;2;0
71;Ostia, Insula dei dipinti, E2;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.288335574635111;41.75490913822438;836;27;436;72;0;0;;20;0
71;Ostia, Insula dei dipinti, E3-4;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;3;4;MacKinnon 2014;12.288335574635111;41.75490913822438;298;50;133;24;1;0;;1;0
72;Ostia, DAI/AAR – Regio III - street, 1;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;1;1;MacKinnon 2014;12.28561303229524;41.75246104567467;51;1;13;3;0;0;;0;0
72;Ostia, DAI/AAR – Regio III - street, ML2;Roman;Urban;R;Coast;1.0000;Lazio;Central Italy;2;2;MacKinnon 2014;12.28561303229524;41.75246104567467;132;7;62;11;1;0;;2;0
72;Ostia, DAI/AAR – Regio III - street, 3;Late Roman;Urban;LR;Coast;1.0000;Lazio;Central Italy;3;3;MacKinnon 2014;12.28561303229524;41.75246104567467;171;19;161;13;0;0;;6;1
72;Ostia, DAI/AAR – Regio III - street, E4-L5;Late Roman;Urban;LR;Coast;0.5000;Lazio;Central Italy;4;5;MacKinnon 2014;12.28561303229524;41.75246104567467;61;12;62;16;0;0;;3;0
